"id" "baseMean" "baseMeanA" "baseMeanB" "foldChange" "log2FoldChange" "DESeq_pval" "DESeq_padj" "samples" "DGEClust_pval" "DGEClust_padj"
"160" "cluster_313" 1573.87245716853 2382.01213370749 765.73278062957 0.321464685168392 -1.63726783736782 0.00280858492302965 0.00535353165198218 "KRAUS_UNC" 0.0953630796150481 0.0084718230490389
"161" "cluster_315" 596.98854384637 271.412971638289 922.564116054451 3.39911578464992 1.76515950547924 6.01393420818824e-11 3.5930188560145e-10 "KRAUS_UNC" 0 0
"162" "cluster_316" 199.965146410522 322.062138810665 77.8681540103779 0.241779907125796 -2.04823373902838 1.37864590263907e-11 8.95227921621265e-11 "KRAUS_UNC" 0 0
"164" "cluster_318" 77.2219373167643 152.02609002615 2.41778460737897 0.0159037478827686 -5.97448939818206 2.87258495486107e-05 7.73286662561451e-05 "KRAUS_UNC" 0.381952255968004 0.0440415887155963
"167" "cluster_321" 873.989677387815 1357.0171597313 390.962195044334 0.28810409082944 -1.79533794921969 2.75331103506231e-10 1.52441003406996e-09 "KRAUS_UNC" 0.000249968753905762 1.78040423009802e-06
"168" "cluster_324" 206.514541868952 153.356686445672 259.672397292231 1.69325774643821 0.759801595918407 0.00634565689364596 0.0113504545149584 "KRAUS_UNC" 0 0
"169" "cluster_325" 380.184054398868 554.367774357019 206.000334440718 0.371595074550728 -1.42819671579417 2.07410408669458e-07 7.68194797739383e-07 "KRAUS_UNC" 0.00362454693163355 0.000197132010859157
"170" "cluster_326" 3178.19896440467 4270.00178049758 2086.39614831177 0.488617161201428 -1.03322356008815 3.08733468521165e-05 8.27924179324315e-05 "KRAUS_UNC" 0.023122109736283 0.00189257185531408
"172" "cluster_328" 139.528595443579 189.272996909773 89.7841939773862 0.474363461472461 -1.07593520638332 0.000262991982433466 0.000604640598356523 "KRAUS_UNC" 0.00674915635545557 0.000425800017318654
"173" "cluster_330" 267.319943094227 394.703325396607 139.936560791848 0.354536057306425 -1.49599573384908 5.81919296098858e-08 2.35110119286405e-07 "KRAUS_UNC" 0 0
"174" "cluster_332" 16.5913085933524 5.74151123809766 27.4411059486072 4.77942214351553 2.25683619957004 6.10621766873221e-05 0.000154993805420927 "KRAUS_UNC" 0.0109986251718535 0.000814532329800238
"175" "cluster_335" 77.0558736975981 117.995622640316 36.1161247548806 0.306080208288514 -1.708018334332 1.25091813273084e-06 4.15356843126978e-06 "KRAUS_UNC" 0.0143732033495813 0.00109347442680776
"176" "cluster_336" 83.5945280138337 6.04377832125571 161.145277706412 26.6630027014179 4.73676735612853 7.39512172378062e-14 6.31325944487031e-13 "KRAUS_UNC" 0 0
"177" "cluster_337" 371.260345239101 226.322771008287 516.197919469915 2.28080416818073 1.18954258092313 7.95929612066406e-05 0.000198657245270997 "KRAUS_UNC" 0 0
"178" "cluster_339" 438.048950819718 147.163030266066 728.934871373371 4.95324722558023 2.30837463030352 4.24650039474422e-16 4.74338819928027e-15 "KRAUS_UNC" 0 0
"179" "cluster_340" 287.586326535855 401.266625814621 173.906027257089 0.433392702181594 -1.20625323452238 2.23613658930347e-06 7.1479052213131e-06 "KRAUS_UNC" 0 0
"180" "cluster_341" 1866.64000388617 1245.28030206103 2487.99970571132 1.99794351648661 0.998515797526466 0.00028560300796056 0.000650452750058636 "KRAUS_UNC" 0 0
"182" "cluster_344" 1038.1784903854 546.511345393468 1529.84563537734 2.79929346073484 1.48506273812701 1.05803307124135e-07 4.11158205671556e-07 "KRAUS_UNC" 0 0
"186" "cluster_353" 579.957140348189 1027.59276398028 132.321516716103 0.128768439555344 -2.95714905482282 5.90672800899607e-21 1.14642737544769e-19 "KRAUS_UNC" 0 0
"187" "cluster_354" 33.2104429818447 10.5827355476493 55.8381504160401 5.2763437359486 2.39953855435344 9.70701869483919e-05 0.000239303555613825 "KRAUS_UNC" 0.012623422072241 0.000970261852888779
"188" "cluster_358" 342.346798023172 241.053633146578 443.639962899767 1.8404201467895 0.880035154595641 0.000152057044525046 0.000364004359397946 "KRAUS_UNC" 0.0561179852518435 0.0048904874373318
"189" "cluster_359" 138.079618225616 220.135938244165 56.0232982070668 0.254494103297792 -1.97429586586179 4.91654336902957e-11 2.96766612635754e-10 "KRAUS_UNC" 0.00799900012498438 0.000541668868572636
"190" "cluster_362" 240.477719457921 379.669141928529 101.286296987312 0.266775162376454 -1.90630374164955 2.36898413434637e-10 1.32099067681886e-09 "KRAUS_UNC" 0 0
"195" "cluster_378" 179.775630628143 281.366681764223 78.1845794920621 0.277874334664751 -1.84749550598333 1.01314093836232e-09 5.19207019178238e-09 "KRAUS_UNC" 0.0164979377577803 0.00126795063128868
"197" "cluster_382" 121.580159149979 189.281444362799 53.8788739371599 0.284649528740331 -1.81274138365137 2.2702367370292e-09 1.10615002180077e-08 "KRAUS_UNC" 0.00212473440819898 9.26343857445485e-05
"199" "cluster_384" 768.598505375322 1349.83681747726 187.360193273388 0.138802106186102 -2.84889863531996 1.05683021969037e-21 2.22314045615105e-20 "KRAUS_UNC" 0.0226221722284714 0.00184815142335641
"201" "cluster_389" 57.146190001653 31.7518008754297 82.5405791278764 2.59955583154807 1.3782651408059 6.8977189350305e-05 0.000173828454940905 "KRAUS_UNC" 0 0
"205" "cluster_398" 125.739429156156 222.110423314719 29.3684349975926 0.132224478974492 -2.9189388043816 9.19377812392219e-21 1.73643777146982e-19 "KRAUS_UNC" 0 0
