	Posteriors	FDR
6179	0.0	0.0
6155	0.0	0.0
6181	0.0	0.0
6188	0.0	0.0
6198	0.0	0.0
6199	0.0	0.0
6201	0.0	0.0
6205	0.0	0.0
6206	0.0	0.0
6207	0.0	0.0
6212	0.0	0.0
6221	0.0	0.0
6222	0.0	0.0
6229	0.0	0.0
6184	0.0	0.0
6243	0.0	0.0
6150	0.0	0.0
6145	0.0	0.0
6073	0.0	0.0
6076	0.0	0.0
6080	0.0	0.0
6081	0.0	0.0
6082	0.0	0.0
6087	0.0	0.0
6092	0.0	0.0
6094	0.0	0.0
6100	0.0	0.0
6103	0.0	0.0
6105	0.0	0.0
6148	0.0	0.0
6107	0.0	0.0
6111	0.0	0.0
6112	0.0	0.0
6114	0.0	0.0
6120	0.0	0.0
6125	0.0	0.0
6134	0.0	0.0
6136	0.0	0.0
6138	0.0	0.0
6139	0.0	0.0
6141	0.0	0.0
6144	0.0	0.0
6108	0.0	0.0
6247	0.0	0.0
6248	0.0	0.0
6249	0.0	0.0
6324	0.0	0.0
6329	0.0	0.0
6330	0.0	0.0
6336	0.0	0.0
6339	0.0	0.0
6340	0.0	0.0
6341	0.0	0.0
6342	0.0	0.0
6345	0.0	0.0
6347	0.0	0.0
6348	0.0	0.0
6323	0.0	0.0
6349	0.0	0.0
6351	0.0	0.0
6355	0.0	0.0
6356	0.0	0.0
6359	0.0	0.0
6363	0.0	0.0
6364	0.0	0.0
6365	0.0	0.0
6366	0.0	0.0
6368	0.0	0.0
6370	0.0	0.0
6372	0.0	0.0
6350	0.0	0.0
6318	0.0	0.0
6315	0.0	0.0
6314	0.0	0.0
6251	0.0	0.0
6257	0.0	0.0
6260	0.0	0.0
6264	0.0	0.0
6267	0.0	0.0
6268	0.0	0.0
6269	0.0	0.0
6273	0.0	0.0
6275	0.0	0.0
6276	0.0	0.0
6284	0.0	0.0
6285	0.0	0.0
6286	0.0	0.0
6288	0.0	0.0
6290	0.0	0.0
6293	0.0	0.0
6298	0.0	0.0
6299	0.0	0.0
6300	0.0	0.0
6303	0.0	0.0
6304	0.0	0.0
6305	0.0	0.0
6306	0.0	0.0
6307	0.0	0.0
6313	0.0	0.0
6072	0.0	0.0
6069	0.0	0.0
6067	0.0	0.0
6065	0.0	0.0
5837	0.0	0.0
5843	0.0	0.0
5848	0.0	0.0
5858	0.0	0.0
5859	0.0	0.0
5860	0.0	0.0
5863	0.0	0.0
5864	0.0	0.0
5866	0.0	0.0
5869	0.0	0.0
5874	0.0	0.0
